step,loss,lang_loss,tri_loss,sup_loss,sub_loss,bit_acc_train,bit_acc_test,sub_train,sub_test,dead_bits,entropy
1001,2.6372320652008057,5.274464130401611,0.0,0.0,0.0,0.4482758641242981,0.4573412835597992,0.45228215767634855,0.48333333333333334,66,0.054124022261606695
2001,2.679034948348999,5.358069896697998,0.0,0.0,0.0,0.42935824394226074,0.4384921193122864,0.17427385892116182,0.15,63,0.10486747111317506
3001,2.661646842956543,5.323293685913086,0.0,0.0,0.0,0.4683908224105835,0.4533730447292328,0.012448132780082987,0.008333333333333333,19,0.567742175086931
4001,2.3369486331939697,4.6738972663879395,0.0,0.0,0.0,0.556273877620697,0.5664682388305664,0.002074688796680498,0.0,31,0.4277314376750867
5001,2.546705961227417,5.093411922454834,0.0,0.0,0.0,0.5478927493095398,0.5684524178504944,0.0,0.0,27,0.5103788349240992
6001,2.626286745071411,5.252573490142822,0.0,0.0,0.0,0.5198754668235779,0.5148809552192688,0.0,0.0,35,0.4253567538191672
7001,2.3600776195526123,4.720155239105225,0.0,0.0,0.0,0.5349617004394531,0.5327381491661072,0.035269709543568464,0.025,46,0.27223787986594633
8001,2.529402494430542,5.058804988861084,0.0,0.0,0.0,0.5021551847457886,0.5089285969734192,0.0,0.0,32,0.43135498879092027
9001,2.7897307872772217,5.579461574554443,0.0,0.0,0.0,0.5031130313873291,0.5089285969734192,0.006224066390041493,0.0,24,0.5213175808509306
10001,2.6436164379119873,5.287232875823975,0.0,0.0,0.0,0.49113982915878296,0.4821428656578064,0.0,0.0,23,0.5183426109394921
11001,2.423036813735962,4.846073627471924,0.0,0.0,0.0,0.4978448152542114,0.5019841194152832,0.002074688796680498,0.0,39,0.37844372867873094
12001,2.611788749694824,5.223577499389648,0.0,0.0,0.0,0.4645593762397766,0.461309552192688,0.0,0.0,29,0.4620541484099196
13001,2.579848527908325,5.15969705581665,0.0,0.0,0.0,0.5050287842750549,0.5049603581428528,0.002074688796680498,0.0,34,0.42761242194375204
14001,2.4611318111419678,4.9222636222839355,0.0,0.0,0.0,0.47725096344947815,0.4821428656578064,0.0,0.0,19,0.6211167577368032
15001,2.4643867015838623,4.928773403167725,0.0,0.0,0.0,0.4882662892341614,0.4890873432159424,0.002074688796680498,0.0,34,0.43717044622795964
16001,2.627542495727539,5.255084991455078,0.0,0.0,0.0,0.517241358757019,0.5158730745315552,0.002074688796680498,0.0,16,0.6408413190125358
17001,2.497697353363037,4.995394706726074,0.0,0.0,0.0,0.5363984704017639,0.5148810148239136,0.0,0.0,25,0.5500475955398316
18001,2.5936856269836426,5.187371253967285,0.0,0.0,0.0,0.5469349026679993,0.5565476417541504,0.0,0.0,22,0.5590253894817605
19001,2.5373170375823975,5.074634075164795,0.0,0.0,0.0,0.5256226062774658,0.54067462682724,0.002074688796680498,0.0,28,0.5017859266944003
20001,2.677642583847046,5.355285167694092,0.0,0.0,0.0,0.5342432856559753,0.5297619700431824,0.002074688796680498,0.016666666666666666,19,0.5850220430659063
21001,2.512251615524292,5.024503231048584,0.0,0.0,0.0,0.47892722487449646,0.4751984179019928,0.0,0.0,17,0.5997115738411654
22001,2.559948444366455,5.11989688873291,0.0,0.0,0.0,0.5232279896736145,0.5079365372657776,0.0,0.0,21,0.5700835069148913
23001,2.475984811782837,4.951969623565674,0.0,0.0,0.0,0.5292145013809204,0.5347222685813904,0.002074688796680498,0.0,24,0.54064057060513
24001,2.3912761211395264,4.782552242279053,0.0,0.0,0.0,0.5258620381355286,0.5049603581428528,0.0,0.0,28,0.495564666013687
25001,2.4001574516296387,4.800181865692139,24.30880355834961,1.0703203678131104,0.037353515625,0.522988498210907,0.5208333730697632,0.0,0.0,23,0.5591503822191701
26001,2.206831932067871,4.353468418121338,11.547676086425781,0.22657844424247742,0.0052490234375,0.9339080452919006,0.917658805847168,0.9522821576763485,0.925,61,0.1290201442327056
27001,2.584747076034546,5.0633225440979,10.303893089294434,0.14670617878437042,0.002899169921875,0.970067024230957,0.9226190447807312,0.979253112033195,0.9833333333333333,55,0.21064464420039133
28001,2.4910686016082764,4.828470230102539,10.057010650634766,0.08534428477287292,0.0026702880859375,0.984674334526062,0.9246032238006592,0.9647302904564315,0.9583333333333334,54,0.24414907687234078
29001,2.318805456161499,4.460213661193848,8.737410545349121,0.06068968027830124,0.00177001953125,0.9918582439422607,0.9226191639900208,0.9875518672199171,0.9666666666666667,53,0.2733210656126088
