step,churn_rate,entropy,utilization
5000,0.0,0.05830068147462367,0.02723915050784857
15000,0.0,0.05830068147462367,0.02723915050784857
25000,0.0,0.05830068147462367,0.02723915050784857
35000,1.0,0.5007373751217179,0.3254847645429363
45000,0.9889196675900277,0.565184190730474,0.3236380424746076
55000,0.9667590027700831,0.6033528901748058,0.3051708217913204
65000,0.9759926131117267,0.6028736328535828,0.36934441366574333
75000,0.9889196675900277,0.6338487381356708,0.41274238227146814
85000,0.9806094182825484,0.5982970197265778,0.3444136657433056
95000,0.9607571560480148,0.6019270237672817,0.3619575253924284
105000,0.981994459833795,0.5843917675552626,0.3573407202216066
115000,0.948291782086796,0.578146575296804,0.3236380424746076
125000,0.9182825484764543,0.5745130610144632,0.3591874422899354
135000,0.9298245614035088,0.574059760851186,0.3347183748845799
145000,0.8864265927977839,0.5610038960806918,0.35318559556786705
155000,0.8587257617728532,0.5667870682973195,0.358264081255771
165000,0.8508771929824561,0.5534402215349322,0.3554939981532779
175000,0.8074792243767313,0.5519314279795653,0.34164358264081257
185000,0.778393351800554,0.5484057216229842,0.34579870729455214
195000,0.6278855032317636,0.5492390529347688,0.3407202216066482
205000,0.6168051708217913,0.5501715783939335,0.3444136657433056
215000,0.5549399815327793,0.5520642288543696,0.3481071098799631
225000,0.49445983379501385,0.5516762638859927,0.34164358264081257
235000,0.49722991689750695,0.552196117927008,0.33518005540166207
250000,0.48938134810710987,0.5542248688674277,0.3411819021237304
