step,churn_rate,entropy,utilization
5050,0.0,0.26447942992717555,0.216528162511542
5100,1.0,0.24461888403524018,0.20683287165281625
5150,0.9949215143120961,0.2602307830203243,0.21929824561403508
5200,0.945983379501385,0.2690393689249457,0.22022160664819945
5250,0.884118190212373,0.2711541761746015,0.22622345337026778
5300,0.7326869806094183,0.27203563124974495,0.203601108033241
5350,0.6334256694367497,0.286488798226758,0.20637119113573407
5400,0.6177285318559557,0.29469759369101556,0.22945521698984303
5450,0.5812557710064635,0.2970105801966629,0.234533702677747
5500,0.5235457063711911,0.3034508534564888,0.22206832871652815
5550,0.5872576177285319,0.30705549771437085,0.21606648199445982
5600,0.5152354570637119,0.3064110814748463,0.20452446906740535
5650,0.4976915974145891,0.30779351516877185,0.21329639889196675
5700,0.5060018467220684,0.3021479334245238,0.22483841181902123
5750,0.41228070175438597,0.3018772095391282,0.21144967682363805
5800,0.4085872576177285,0.30431050760444034,0.22022160664819945
5850,0.34672206832871655,0.2991938977310753,0.20867959372114497
5900,0.4866112650046168,0.3027548910106993,0.20637119113573407
5950,0.3407202216066482,0.2988112319388731,0.20544783010156972
6000,0.33564173591874424,0.2985011999293381,0.20267774699907665
