step,churn_rate,entropy,utilization
30005,0.0,0.378736904823599,0.301477377654663
30010,0.0817174515235457,0.37955965465821034,0.30378578024007385
30015,0.07987072945521699,0.3797527510102254,0.3010156971375808
30020,0.1657433056325023,0.38084254738174,0.3047091412742382
30025,0.10156971375807941,0.3811714840013481,0.30009233610341646
30030,0.1592797783933518,0.38147249657210064,0.2922437673130194
30035,0.10433979686057249,0.3815340200856237,0.2899353647276085
30040,0.1371191135734072,0.38188995995865344,0.28901200369344415
30045,0.09833795013850416,0.38193258076464254,0.2894736842105263
30050,0.16435826408125578,0.38193977376557375,0.28439519852262235
30055,0.0752539242843952,0.3816745751063425,0.28254847645429365
30060,0.09002770083102493,0.38145637815724687,0.27793167128347185
30065,0.06555863342566944,0.38128031232254084,0.2774699907663897
30070,0.08725761772853186,0.3819255164770731,0.27793167128347185
30075,0.06694367497691597,0.38227585822631616,0.2820867959372115
30080,0.10156971375807941,0.3835122314064525,0.2802400738688827
30085,0.06694367497691597,0.38423879344754613,0.28254847645429365
30090,0.10018467220683287,0.38513386664958266,0.28439519852262235
30095,0.06140350877192982,0.38569508883272224,0.28439519852262235
30100,0.0951061865189289,0.3870756881287055,0.28901200369344415
30105,0.07940904893813482,0.3885608658499579,0.2917820867959372
30110,0.07894736842105263,0.38942686057594944,0.29409048938134813
30115,0.05955678670360111,0.38949403983188274,0.2968605724838412
30120,0.08679593721144968,0.3896415644847089,0.2950138504155125
30125,0.057248384118190214,0.3893611656652821,0.29732225300092335
30130,0.09418282548476455,0.38907715716766195,0.30193905817174516
30135,0.036011080332409975,0.3890168957186887,0.301477377654663
30140,0.061865189289012,0.3880698425450798,0.3033240997229917
30145,0.05170821791320406,0.38767293674952574,0.30009233610341646
30150,0.0664819944598338,0.38721741861117853,0.2996306555863343
